9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,12,585,384,1.5234375,15.1,12.76,61.92,3.591666666666667,2
12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,0
14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,1
11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,2
9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,11,627,352,1.78125,15.34,7.95,45.82,4.1825,1
11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,1
13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,2
13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,2
15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,12,550,384,1.4322916666666667,11.46,25.0,67.33,3.444,2
12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,2
11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,2
12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,1
12,585,384,1.5234375,15.1,12.76,61.92,3.591666666666667,11,663,352,1.8835227272727275,20.17,4.55,38.45,4.588571428571429,1
11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,2
15,771,480,1.60625,13.54,14.17,55.33,4.2,11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,1
11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,1
14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,2
9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,1
11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,2
9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,2
11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,2
12,550,384,1.4322916666666667,11.46,25.0,67.33,3.444,12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,1
13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,2
13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,1
15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,2
14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,1
15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,1
9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,2
13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,1
15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,1
14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,11,551,352,1.5653409090909092,17.33,9.38,59.91,3.983,2
12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,15,771,480,1.60625,13.54,14.17,55.33,4.2,1
15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,1
11,627,352,1.78125,15.34,7.95,45.82,4.1825,13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,1
13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,1
12,768,384,2.0,13.54,6.51,31.33,4.702857142857143,12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,2
14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,1
14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,2
15,771,480,1.60625,13.54,14.17,55.33,4.2,11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,1
15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,12,585,384,1.5234375,15.1,12.76,61.92,3.591666666666667,1
15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,1
12,631,384,1.6432291666666667,21.61,5.73,54.42,4.2700000000000005,11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,1
11,627,352,1.78125,15.34,7.95,45.82,4.1825,12,550,384,1.4322916666666667,11.46,25.0,67.33,3.444,2
9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,1
11,663,352,1.8835227272727275,20.17,4.55,38.45,4.588571428571429,11,435,352,1.2357954545454546,25.0,14.77,79.64,3.08,2
14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,11,627,352,1.78125,15.34,7.95,45.82,4.1825,1
15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,2
17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,2
12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,1
15,771,480,1.60625,13.54,14.17,55.33,4.2,14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,1
15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,11,663,352,1.8835227272727275,20.17,4.55,38.45,4.588571428571429,2
15,771,480,1.60625,13.54,14.17,55.33,4.2,13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,1
13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,2
14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,2
17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,2
15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,1
11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,1
12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,11,627,352,1.78125,15.34,7.95,45.82,4.1825,1
13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,1
12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,15,771,480,1.60625,13.54,14.17,55.33,4.2,2
11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,2
13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,1
11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,12,631,384,1.6432291666666667,21.61,5.73,54.42,4.2700000000000005,1
12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,1
11,627,352,1.78125,15.34,7.95,45.82,4.1825,11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,1
11,435,352,1.2357954545454546,25.0,14.77,79.64,3.08,14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,1
12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,1
11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,2
14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,2
12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,11,551,352,1.5653409090909092,17.33,9.38,59.91,3.983,1
13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,2
15,771,480,1.60625,13.54,14.17,55.33,4.2,13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,1
12,631,384,1.6432291666666667,21.61,5.73,54.42,4.2700000000000005,14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,1
9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,12,585,384,1.5234375,15.1,12.76,61.92,3.591666666666667,2
11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,2
11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,1
14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,2
12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,2
17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,2
11,627,352,1.78125,15.34,7.95,45.82,4.1825,11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,1
11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,2
11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,2
13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,1
11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,1
12,768,384,2.0,13.54,6.51,31.33,4.702857142857143,14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,2
12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,1
12,585,384,1.5234375,15.1,12.76,61.92,3.591666666666667,15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,1
11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,2
12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,1
14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,1
12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,12,585,384,1.5234375,15.1,12.76,61.92,3.591666666666667,1
12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,2
11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,12,768,384,2.0,13.54,6.51,31.33,4.702857142857143,1
12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,14,546,448,1.21875,18.97,22.1,80.14,2.992857142857143,1
14,857,448,1.9129464285714288,18.97,6.03,36.64,4.562727272727273,12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,2
13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,2
11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,2
14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,1
15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,1
11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,2
14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,15,771,480,1.60625,13.54,14.17,55.33,4.2,1
14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,11,579,352,1.6448863636363635,11.93,11.65,53.82,4.138999999999999,2
14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,15,771,480,1.60625,13.54,14.17,55.33,4.2,2
13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,12,768,384,2.0,13.54,6.51,31.33,4.702857142857143,1
13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,1
17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,11,515,352,1.463068181818182,17.9,12.78,64.09,4.26,2
9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,1
12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,12,768,384,2.0,13.54,6.51,31.33,4.702857142857143,1
14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,1
12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,1
15,663,480,1.38125,12.5,18.75,70.8,3.5012500000000006,15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,1
13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,2
12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,15,771,480,1.60625,13.54,14.17,55.33,4.2,1
13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,1
13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,11,573,352,1.6278409090909092,15.06,11.93,54.27,4.17,1
11,551,352,1.5653409090909092,17.33,9.38,59.91,3.983,12,631,384,1.6432291666666667,21.61,5.73,54.42,4.2700000000000005,1
17,795,544,1.4613970588235294,22.79,11.95,65.29,3.9244444444444446,13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,1
11,435,352,1.2357954545454546,25.0,14.77,79.64,3.08,9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,2
12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,1
12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,1
15,771,480,1.60625,13.54,14.17,55.33,4.2,11,551,352,1.5653409090909092,17.33,9.38,59.91,3.983,1
13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,2
11,698,352,1.9829545454545452,19.03,3.98,33.73,4.927499999999999,13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,2
15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,11,435,352,1.2357954545454546,25.0,14.77,79.64,3.08,1
13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,2
11,551,352,1.5653409090909092,17.33,9.38,59.91,3.983,13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,2
14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,1
14,740,448,1.6517857142857142,18.3,6.92,53.57,3.77,14,519,448,1.1584821428571428,14.96,22.77,84.79,3.232,2
12,768,384,2.0,13.54,6.51,31.33,4.702857142857143,13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,2
9,348,288,1.2083333333333333,22.92,14.58,80.0,3.007000000000001,15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,1
14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,2
15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,1
12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,13,704,416,1.6923076923076923,15.62,10.82,50.54,3.908571428571429,2
15,771,480,1.60625,13.54,14.17,55.33,4.2,13,594,416,1.4278846153846154,23.8,11.06,66.77,3.597777777777777,2
11,663,352,1.8835227272727275,20.17,4.55,38.45,4.588571428571429,15,594,480,1.2375,15.42,21.46,79.47,2.866666666666667,2
15,806,480,1.6791666666666667,16.04,6.67,52.67,4.215454545454546,14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,2
11,435,352,1.2357954545454546,25.0,14.77,79.64,3.08,15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,1
9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,12,832,384,2.1666666666666665,10.68,5.73,20.33,5.412857142857143,1
15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,2
9,283,288,0.9826388888888888,15.28,15.28,96.11,2.7816666666666667,11,551,352,1.5653409090909092,17.33,9.38,59.91,3.983,1
13,639,416,1.5360576923076923,16.83,10.82,60.08,3.845,12,509,384,1.3255208333333333,16.41,13.54,72.92,3.6722222222222234,2
12,631,384,1.6432291666666667,21.61,5.73,54.42,4.2700000000000005,12,439,384,1.1432291666666667,19.53,19.53,85.42,2.907142857142857,2
15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,12,505,384,1.3151041666666667,20.05,17.45,74.58,3.3449999999999998,2
12,391,384,1.0182291666666667,20.05,23.18,93.33,2.553333333333333,9,496,288,1.7222222222222223,19.79,6.6,48.67,3.825,1
15,909,480,1.89375,17.71,5.83,38.07,4.065714285714285,11,765,349,2.1919770773638967,12.32,5.44,19.91,5.528571428571429,1
11,435,352,1.2357954545454546,25.0,14.77,79.64,3.08,13,863,416,2.074519230769231,15.38,4.09,26.23,5.06125,1
11,627,352,1.78125,15.34,7.95,45.82,4.1825,14,675,448,1.5066964285714286,16.74,12.72,62.57,3.771666666666667,1
